repository,created_at,updated_at,size,num_stars,num_forks
jfkirk/tensorrec,2017-02-28T18:51:11Z,2025-01-20T10:32:39Z,641,1279,220
fukuball/jieba-php,2015-04-23T08:29:45Z,2025-01-22T00:33:37Z,40254,1334,260
trevorstephens/gplearn,2015-03-26T01:01:14Z,2025-01-19T06:44:56Z,7990,1649,293
merrymercy/awesome-tensor-compilers,2020-06-18T20:27:47Z,2025-01-24T11:39:38Z,101,2469,307
labmlai/labml,2018-11-16T09:34:48Z,2025-01-24T06:14:01Z,105745,2092,138
rorysroes/SGX-Full-OrderBook-Tick-Data-Trading-Strategy,2016-07-21T05:14:14Z,2025-01-22T00:05:57Z,87657,1985,673
alan-ai/alan-sdk-ios,2019-10-01T09:18:43Z,2025-01-17T23:36:05Z,381931,1910,14
nok/sklearn-porter,2016-06-22T22:21:34Z,2025-01-13T14:33:49Z,3050,1296,169
salesforce/WikiSQL,2017-08-11T23:27:06Z,2025-01-23T05:54:41Z,51936,1669,326
HyperGAN/HyperGAN,2016-06-24T22:49:56Z,2025-01-21T19:39:04Z,39062,1191,164
icoxfog417/awesome-text-summarization,2017-10-04T01:01:43Z,2025-01-19T16:44:58Z,631,1292,207
liuyubobobo/Play-with-Machine-Learning-Algorithms,2017-10-17T23:13:24Z,2025-01-14T18:07:45Z,75636,1267,625
explosion/spacy-models,2017-03-14T11:15:20Z,2025-01-24T03:52:18Z,7120,1685,300
Trusted-AI/AIX360,2019-07-11T07:17:48Z,2025-01-21T15:55:16Z,374404,1651,310
quic/aimet,2020-04-21T18:57:10Z,2025-01-24T08:51:41Z,17909,2202,394
benedekrozemberczki/CapsGNN,2019-01-29T18:57:25Z,2025-01-18T12:21:06Z,4884,1246,199
towhee-io/towhee,2021-07-13T08:28:50Z,2025-01-22T02:42:56Z,39014,3288,255
ahmetozlu/tensorflow_object_counting_api,2018-06-28T19:53:18Z,2025-01-21T16:20:26Z,341870,1327,545
Hyperparticle/one-pixel-attack-keras,2018-02-17T07:26:48Z,2025-01-03T21:46:53Z,45645,1222,215
explosion/spacy-transformers,2019-07-26T19:12:34Z,2025-01-23T14:21:39Z,1204,1358,167
ML4Comm-Netw/Paper-with-Code-of-Wireless-communication-Based-on-DL,2019-02-21T04:51:40Z,2025-01-21T17:00:15Z,1706,1973,658
babylonhealth/fastText_multilingual,2017-04-21T12:15:09Z,2025-01-19T13:09:37Z,147487,1195,122
firmai/awesome-google-colab,2019-11-11T23:53:59Z,2025-01-24T10:37:32Z,1666,1414,256
mossr/BeautifulAlgorithms.jl,2020-09-15T19:58:22Z,2025-01-23T23:05:56Z,2482,1338,91
BindsNET/bindsnet,2018-02-09T19:42:37Z,2025-01-21T09:19:47Z,32173,1525,331
rasbt/machine-learning-book,2021-12-19T00:32:59Z,2025-01-24T10:34:49Z,200872,3856,1399
lensacom/sparkit-learn,2014-10-15T14:01:10Z,2025-01-20T01:48:35Z,455,1152,255
NannyML/nannyml,2022-01-26T15:27:16Z,2025-01-24T10:51:39Z,135767,2015,150
JustGlowing/minisom,2013-07-03T10:10:06Z,2025-01-23T05:05:34Z,20062,1474,428
osqp/osqp,2016-09-27T03:02:46Z,2025-01-21T11:15:25Z,49092,1768,368
learning-at-home/hivemind,2020-02-27T13:50:19Z,2025-01-24T15:14:50Z,12748,2099,172
kritiksoman/GIMP-ML,2020-03-30T07:04:20Z,2025-01-22T14:34:01Z,100451,1448,135
awslabs/sockeye,2017-06-08T07:44:30Z,2025-01-16T07:27:37Z,10304,1212,323
harvitronix/five-video-classification-methods,2017-03-15T06:17:59Z,2025-01-21T04:07:24Z,321,1177,479
wzy6642/Machine-Learning-in-Action-Python3,2018-12-28T00:59:52Z,2025-01-08T03:19:59Z,4299,1303,472
GoogleCloudPlatform/data-science-on-gcp,2017-02-10T16:46:57Z,2025-01-23T04:47:55Z,6822,1320,714
iver56/audiomentations,2019-02-12T16:36:24Z,2025-01-24T07:27:57Z,10391,1931,193
devAmoghS/Machine-Learning-with-Python,2018-03-02T14:54:11Z,2025-01-17T17:21:25Z,860,1186,182
tatsuyah/vehicle-detection,2017-10-27T00:34:41Z,2025-01-06T09:38:06Z,63021,1147,170
SciSharp/NumSharp,2018-10-10T00:10:09Z,2025-01-22T08:30:37Z,33935,1397,197
shobrook/BitVision,2018-01-03T08:33:25Z,2025-01-20T06:49:16Z,211828,1213,194
amusi/TensorFlow-From-Zero-To-One,2018-03-29T15:09:03Z,2025-01-03T21:46:59Z,782,1134,334
ModelOriented/DALEX,2018-02-18T03:24:12Z,2025-01-24T14:00:05Z,836521,1395,168
neomatrix369/awesome-ai-ml-dl,2018-12-23T19:55:49Z,2025-01-24T11:38:13Z,80219,1512,358
alan-ai/alan-sdk-flutter,2020-04-22T11:34:39Z,2025-01-17T23:36:10Z,303,1802,41
mage-ai/mage-ai,2022-05-16T22:11:39Z,2025-01-24T10:38:05Z,243782,8101,810
BorealisAI/advertorch,2018-11-29T22:17:33Z,2025-01-22T10:32:29Z,8587,1318,197
fendouai/OpenCVTutorials,2020-02-17T15:21:43Z,2025-01-14T08:36:32Z,237,1385,357
oracle/tribuo,2020-06-16T09:59:48Z,2025-01-17T15:42:28Z,9614,1296,177
alan-ai/alan-sdk-android,2019-10-01T09:20:04Z,2025-01-17T23:36:13Z,31857,1838,24
philipperemy/yolo-9000,2017-04-15T03:24:23Z,2025-01-15T16:34:45Z,181405,1184,309
wagenaartje/neataptic,2017-02-23T10:02:16Z,2025-01-23T22:57:50Z,3219,1198,282
jermwatt/machine_learning_refined,2016-08-12T14:13:30Z,2025-01-24T13:57:00Z,73338,1743,615
benthecoder/yt-channels-DS-AI-ML-CS,2021-06-14T07:31:26Z,2025-01-23T15:23:30Z,59,1312,139
DeepGraphLearning/graphvite,2019-07-16T15:48:20Z,2025-01-23T21:46:58Z,5662,1239,155
datumbox/datumbox-framework,2014-10-18T18:10:08Z,2025-01-03T21:44:16Z,4977,1083,281
hollance/CoreMLHelpers,2017-08-05T21:27:08Z,2025-01-21T14:03:33Z,975,1402,189
databricks/spark-sklearn,2015-09-02T18:44:51Z,2025-01-03T21:44:46Z,801,1075,228
guillaume-be/rust-bert,2020-01-25T09:40:07Z,2025-01-24T15:50:04Z,4264,2718,217
chainer/chainerrl,2017-01-30T04:58:15Z,2025-01-17T09:29:39Z,14530,1178,225
christianversloot/machine-learning-articles,2022-02-15T18:12:31Z,2025-01-24T07:10:48Z,81459,3508,748
ELS-RD/transformer-deploy,2021-10-31T11:20:14Z,2025-01-23T07:31:34Z,34756,1673,151
gradslam/gradslam,2020-11-06T03:09:31Z,2025-01-17T06:17:38Z,67809,1333,161
featureform/featureform,2020-10-16T05:41:53Z,2025-01-18T12:07:16Z,228618,1827,97
datawhalechina/key-book,2020-06-12T15:14:38Z,2025-01-24T08:52:47Z,9530,1581,186
MorvanZhou/Evolutionary-Algorithm,2017-07-15T09:50:11Z,2025-01-23T07:57:05Z,2316,1217,635
alan-ai/alan-sdk-ionic,2020-04-24T08:17:40Z,2025-01-17T23:36:09Z,216012,1684,19
pavlin-policar/openTSNE,2018-06-08T18:42:09Z,2025-01-19T08:47:30Z,73373,1493,167
jonathan-laurent/AlphaZero.jl,2019-09-04T02:00:41Z,2025-01-24T12:48:20Z,20951,1257,139
Lightning-AI/metrics,2020-12-22T20:02:42Z,2025-01-22T15:31:57Z,12734,2186,415
mihail911/nlp-library,2017-08-10T06:53:37Z,2025-01-23T05:54:00Z,65,1072,91
spotify/basic-pitch,2022-05-03T09:10:03Z,2025-01-24T12:50:16Z,288126,3630,292
avinashkranjan/Amazing-Python-Scripts,2020-07-14T16:57:07Z,2025-01-24T08:26:22Z,991577,2832,1095
amaiya/ktrain,2019-02-06T17:01:39Z,2025-01-23T13:47:58Z,113306,1243,269
google/uncertainty-baselines,2020-07-16T01:54:32Z,2025-01-22T15:45:22Z,8760,1478,206
feature-engine/feature_engine,2018-12-31T01:47:18Z,2025-01-23T13:23:49Z,14819,1977,318
Shujian2015/FreeML,2018-01-24T09:06:53Z,2025-01-23T03:07:48Z,79,1111,522
becauseofAI/awesome-face,2017-12-13T03:49:27Z,2025-01-22T18:05:02Z,13826,1268,213
cbamls/AI_Tutorial,2018-12-04T13:30:16Z,2025-01-24T04:11:09Z,26778,3254,496
tf-encrypted/tf-encrypted,2018-03-21T18:22:13Z,2025-01-20T20:15:52Z,23498,1220,215
stevetjoa/musicinformationretrieval.com,2014-05-09T17:56:18Z,2025-01-21T21:41:28Z,186791,1232,413
adeshpande3/Tensorflow-Programs-and-Tutorials,2016-12-09T15:30:47Z,2025-01-12T23:34:39Z,360364,1053,322
dalmia/Deep-Learning-Book-Chapter-Summaries,2017-10-27T09:48:08Z,2025-01-18T21:48:11Z,6062,1072,313
owlbarn/owl,2016-06-20T20:47:45Z,2025-01-22T04:28:36Z,27378,1236,125
tensorflow/tfjs-node,2018-02-12T18:23:36Z,2025-01-15T09:20:10Z,144392,1052,117
PolyAI-LDN/conversational-datasets,2019-03-07T05:58:09Z,2025-01-23T19:53:07Z,182,1309,170
ahmedfgad/GeneticAlgorithmPython,2018-12-11T11:19:33Z,2025-01-23T08:48:25Z,21307,1947,471
despoisj/DeepAudioClassification,2016-11-27T12:00:41Z,2025-01-21T18:11:03Z,69,1104,221
KevinGong2013/ChineseIDCardOCR,2016-08-17T03:31:34Z,2024-11-13T12:15:01Z,11345,1027,186
LiYangHart/Hyperparameter-Optimization-of-Machine-Learning-Algorithms,2020-07-23T03:30:47Z,2025-01-23T03:52:30Z,241,1271,304
deepmind/jraph,2020-11-23T10:27:12Z,2025-01-23T21:27:31Z,243,1399,91
ShanghaiTechAIClub/DLInterview,2018-03-26T15:23:24Z,2025-01-02T06:53:34Z,35,1092,203
atinesh-s/Coursera-Machine-Learning-Stanford,2016-07-02T06:08:23Z,2025-01-13T18:34:11Z,166039,1126,764
EddyVerbruggen/nativescript-plugin-firebase,2015-11-22T14:54:52Z,2025-01-03T21:44:55Z,50859,1010,440
mahmoudparsian/data-algorithms-book,2014-08-06T16:48:22Z,2025-01-21T08:21:59Z,415878,1070,664
novak-99/MLPP,2021-05-24T03:19:29Z,2025-01-19T20:02:09Z,21527,1091,155
lhelontra/tensorflow-on-arm,2017-08-01T21:01:09Z,2025-01-20T07:45:52Z,165,1051,273
apple/ml-cvnets,2021-10-21T23:12:39Z,2025-01-22T02:35:49Z,6036,1818,235
zslucky/awesome-AI-books,2018-02-25T23:56:56Z,2025-01-23T15:48:05Z,622,1345,329
cbailes/awesome-deep-trading,2018-11-26T03:23:04Z,2025-01-24T14:58:27Z,137,1548,309
tensorchord/envd,2022-04-11T09:04:19Z,2025-01-24T09:22:33Z,3502,2079,159
rhiever/datacleaner,2016-02-27T14:45:22Z,2025-01-23T14:33:51Z,633,1058,204
feathr-ai/feathr,2022-02-18T08:00:06Z,2025-01-24T07:55:31Z,30841,1876,259
sdv-dev/SDV,2018-05-11T15:56:50Z,2025-01-24T16:45:57Z,30340,2468,322
axinc-ai/ailia-models,2019-09-07T04:50:59Z,2025-01-23T23:31:58Z,1218625,2106,337
junyanz/CatPapers,2016-06-28T02:23:35Z,2025-01-20T15:34:11Z,13815,1121,89
carefree0910/MachineLearning,2016-09-18T09:37:01Z,2025-01-17T08:51:45Z,54884,1070,725
alan-turing-institute/CleverCSV,2019-01-30T11:15:17Z,2025-01-22T10:56:26Z,3766,1273,75
kubernetes-sigs/kube-batch,2017-06-30T02:08:57Z,2025-01-22T06:11:24Z,46286,1085,264
